,palavra,doc|ocorrencia
5398,instâncias,"[(27, 1), (45, 1), (88, 1), (104, 1), (151, 1), (202, 1), (207, 1), (229, 1)]"
5399,direção,"[(27, 1), (28, 2), (57, 1), (69, 1), (79, 2), (108, 3), (124, 1), (125, 1), (149, 1), (159, 1), (163, 1), (184, 2), (186, 1), (188, 1), (194, 2), (195, 1), (214, 1), (216, 1), (221, 1)]"
5400,renault,"[(27, 5), (131, 1), (141, 1)]"
5401,escolher,"[(27, 1), (55, 1), (69, 1), (107, 1), (125, 1), (151, 1), (157, 1)]"
5402,fábrica,"[(27, 1), (37, 1), (94, 1)]"
5403,pneus,"[(27, 1)]"
5404,escolhido,"[(27, 1), (115, 1), (124, 1), (174, 1)]"
5405,francesa,"[(27, 1), (46, 1), (124, 2), (142, 1), (144, 1), (156, 1), (158, 1), (187, 1), (244, 1), (249, 1)]"
5406,compatriota,"[(27, 1)]"
5407,thierry,"[(27, 1)]"
5408,bolloré,"[(27, 1)]"
5409,comanda,"[(27, 1), (41, 1), (207, 1)]"
5410,detenção,"[(27, 1), (73, 1), (112, 1), (131, 1), (138, 1), (151, 1), (202, 1), (241, 1)]"
5411,designado,"[(27, 1), (65, 1), (223, 1)]"
5412,acusou,"[(27, 1), (66, 1), (91, 1), (145, 1), (225, 1), (226, 1), (244, 1)]"
5413,conglomerado,"[(27, 1), (131, 1)]"
5414,nissan,"[(27, 5), (131, 4)]"
5415,mitsubishi,"[(27, 4), (131, 2)]"
5416,caído,"[(27, 1)]"
5417,desgraça,"[(27, 1), (131, 1), (184, 1)]"
5418,pagamento,"[(27, 1), (36, 1), (37, 1), (46, 1), (140, 1), (147, 1), (152, 1), (162, 6), (191, 1), (207, 1), (237, 1), (240, 1)]"
5419,equivalente,"[(27, 1), (28, 2), (98, 1), (110, 1), (130, 1), (131, 1), (143, 1), (152, 1), (179, 1), (188, 1), (207, 1)]"
5420,desembolsado,"[(27, 1)]"
5421,montadoras,"[(27, 1)]"
5422,japonesas,"[(27, 1), (108, 1)]"
5423,incorporou,"[(27, 1)]"
5424,aliança,"[(27, 1), (101, 1), (126, 1), (151, 1), (224, 1), (247, 1), (248, 3)]"
5425,adquiriu,"[(27, 1)]"
5426,recuperar,"[(27, 1), (61, 1), (129, 1), (143, 2), (170, 1), (188, 1), (208, 1), (211, 1), (213, 1), (249, 1)]"
5427,escândalo,"[(27, 1), (41, 1), (86, 1), (103, 1), (104, 1), (196, 1), (204, 2), (224, 1)]"
5428,consumo,"[(27, 1), (28, 1), (32, 1), (42, 1), (70, 1), (87, 2), (98, 1), (117, 1), (119, 2), (125, 1), (127, 4), (137, 2), (138, 1), (178, 1)]"
5429,combustível,"[(27, 1), (210, 2)]"
5430,veículos,"[(27, 2), (94, 1), (111, 1), (125, 3), (131, 1), (132, 1), (136, 2), (211, 1), (212, 1), (215, 1)]"
5431,holding,"[(27, 1)]"
5432,automobilística,"[(27, 1), (136, 1)]"
5433,japonesa,"[(27, 1), (108, 1)]"
5434,nascida,"[(27, 1), (152, 1), (187, 1), (200, 1), (249, 2)]"
5435,emprega,"[(27, 1)]"
5436,anualmente,"[(27, 1), (115, 1)]"
5437,carros,"[(27, 1), (65, 1), (118, 1), (129, 1), (136, 2), (147, 1)]"
5438,procede,"[(27, 1)]"
5439,fábricas,"[(27, 1), (136, 1), (229, 1)]"
5440,rendimentos,"[(27, 1), (123, 1), (185, 1)]"
5441,milionários,"[(27, 1), (92, 1), (125, 1)]"
5442,pagos,"[(27, 1), (37, 1), (155, 1), (191, 1), (241, 1)]"
5443,usar,"[(27, 1), (115, 1), (117, 1), (125, 1), (131, 2), (151, 1), (160, 1), (166, 2), (183, 1), (190, 1), (211, 2), (216, 1), (230, 1), (249, 1)]"
5444,cobrir,"[(27, 1)]"
5445,empresário,"[(27, 1), (47, 1), (60, 1), (115, 1), (131, 3), (159, 1), (162, 1), (184, 1), (189, 1), (195, 1), (228, 4)]"
5446,personalidades,"[(27, 1), (92, 1), (175, 1), (202, 1)]"
5447,admiradas,"[(27, 1)]"
5448,automobilístico,"[(27, 1), (131, 1), (132, 1)]"
5449,repercussão,"[(27, 1), (95, 1), (207, 1), (225, 1)]"
5450,nega,"[(27, 1), (63, 1), (180, 1), (223, 1), (233, 1)]"
5451,repetidamente,"[(27, 1), (88, 1)]"
5452,acusações,"[(27, 1), (63, 2), (65, 1), (66, 1), (83, 1), (88, 1), (103, 1), (113, 1), (180, 1), (204, 1)]"
5453,lucro,"[(28, 1), (55, 1), (76, 1), (96, 1), (136, 1), (142, 4), (143, 1), (145, 1), (155, 1)]"
5454,líquido,"[(28, 1), (142, 4), (145, 1)]"
5455,euros,"[(28, 6), (29, 1), (30, 1), (36, 3), (41, 2), (46, 1), (47, 1), (55, 2), (69, 1), (78, 1), (86, 1), (118, 5), (124, 10), (131, 2), (136, 7), (181, 1), (184, 1), (185, 2), (197, 4), (243, 10)]"
5456,retira,"[(28, 1)]"
5457,cresceu,"[(28, 2), (84, 1), (103, 1), (108, 1), (127, 3), (168, 1)]"
5458,banco,"[(28, 7), (32, 1), (34, 5), (41, 1), (43, 1), (47, 1), (49, 3), (55, 1), (58, 1), (94, 1), (102, 2), (106, 1), (108, 1), (129, 1), (138, 1), (140, 1), (153, 1), (191, 1), (206, 1), (211, 1), (218, 1), (233, 1), (238, 1), (241, 2), (248, 1)]"
5459,depreciação,"[(28, 1), (142, 1)]"
5460,cambial,"[(28, 1)]"
5461,castigou,"[(28, 1)]"
5462,balanço,"[(28, 2), (47, 1), (84, 2), (108, 1)]"
5463,diminuição,"[(28, 1), (30, 1), (32, 1)]"
5464,provisões,"[(28, 1), (70, 1)]"
5465,créditos,"[(28, 3)]"
5466,duvidosos,"[(28, 1), (189, 1)]"
5467,refletindo,"[(28, 1)]"
5468,inadimplência,"[(28, 3)]"
5469,extraordinários,"[(28, 2)]"
5470,atribuídos,"[(28, 1), (181, 1)]"
5471,comparação,"[(28, 1), (65, 1), (87, 1), (96, 1), (108, 1), (133, 1), (138, 1), (140, 2), (203, 1), (220, 1)]"
5472,beneficia,"[(28, 1), (157, 1), (211, 1)]"
5473,incorporados,"[(28, 1), (200, 1)]"
5474,fusão,"[(28, 1), (126, 1), (191, 1)]"
5475,saneamentos,"[(28, 1)]"
5476,itens,"[(28, 1), (87, 1), (125, 1), (233, 1)]"
5477,custos,"[(28, 2), (128, 2), (132, 2), (142, 1), (155, 1)]"
5478,santander,"[(28, 5), (65, 1), (241, 1)]"
5479,jornada,"[(28, 1), (65, 1), (71, 1), (91, 1), (98, 3), (123, 1), (130, 1), (147, 1), (179, 1), (185, 1)]"
5480,ligeiras,"[(28, 1), (197, 1)]"
5481,oscilações,"[(28, 1)]"
5482,índice,"[(28, 1), (65, 1), (84, 1), (96, 1), (123, 1), (138, 2), (143, 1), (203, 1), (236, 1)]"
5483,ibex,"[(28, 1)]"
5484,apresentava,"[(28, 1), (168, 1)]"
5485,avanços,"[(28, 1), (86, 1), (111, 1), (137, 1), (141, 1), (143, 1), (146, 1), (147, 1), (178, 1), (187, 1), (244, 1)]"
5486,pior,"[(28, 1), (31, 1), (63, 1), (68, 1), (84, 1), (99, 1), (106, 1), (121, 2), (122, 1), (123, 1), (129, 1), (143, 1), (151, 2), (166, 2), (189, 1), (198, 4), (225, 1), (230, 2)]"
5487,cujos,"[(28, 1), (78, 1), (150, 1), (152, 1), (166, 1), (194, 1)]"
5488,resultados,"[(28, 2), (36, 2), (84, 1), (86, 1), (110, 2), (115, 1), (121, 3), (123, 1), (127, 1), (138, 1), (153, 1), (166, 1), (189, 1), (194, 1), (203, 3), (221, 1), (222, 1), (236, 1)]"
5489,diminuem,"[(28, 1)]"
5490,funcionários,"[(28, 2), (45, 1), (63, 1), (66, 1), (80, 1), (84, 1), (99, 1), (104, 1), (126, 2), (135, 2), (136, 2), (140, 1), (143, 1), (151, 1), (153, 2), (207, 1), (216, 1), (217, 2), (220, 1)]"
5491,justifica,"[(28, 1), (81, 1), (112, 1), (121, 1), (175, 1), (203, 1), (223, 1)]"
5492,filial,"[(28, 1), (58, 1), (139, 1)]"
5493,operacionais,"[(28, 1)]"
5494,decorrentes,"[(28, 1)]"
5495,transformação,"[(28, 2), (125, 3), (135, 1), (137, 1), (160, 1), (161, 1), (167, 1), (197, 1), (248, 1)]"
5496,regulação,"[(28, 1), (32, 1), (125, 3), (211, 1), (216, 1)]"
5497,lucrou,"[(28, 1)]"
5498,contribuiu,"[(28, 1), (127, 1), (155, 1), (167, 1), (230, 1)]"
5499,bloomberg,"[(28, 1), (142, 2), (145, 1)]"
5500,presidenta,"[(28, 1), (41, 2), (69, 1), (81, 1), (95, 1), (101, 1), (108, 1), (133, 1), (151, 3)]"
5501,rentáveis,"[(28, 1), (139, 1)]"
5502,concorrentes,"[(28, 1), (126, 1)]"
5503,alcançou,"[(28, 2), (95, 1), (123, 1), (142, 1), (193, 1), (195, 1)]"
5504,dígitos,"[(28, 1), (52, 1)]"
5505,dividendo,"[(28, 1)]"
5506,chegando,"[(28, 1), (32, 1), (41, 1), (45, 1), (87, 1), (109, 1), (115, 1), (184, 2), (194, 1), (200, 1), (249, 1)]"
5507,euro,"[(28, 1), (34, 1), (129, 11), (132, 2)]"
5508,pago,"[(28, 1), (55, 1), (76, 1), (229, 2), (237, 1), (240, 2), (243, 1)]"
5509,quota,"[(28, 1)]"
5510,supera,"[(28, 1), (80, 1), (86, 1), (142, 1), (245, 1)]"
5511,fixado,"[(28, 1), (219, 1)]"
5512,orgânica,"[(28, 2)]"
5513,subiu,"[(28, 1), (47, 1), (56, 1), (70, 1), (138, 1), (244, 1)]"
5514,depósitos,"[(28, 1), (60, 1), (99, 1), (194, 1), (207, 1)]"
5515,mantiveram,"[(28, 2)]"
5516,estáveis,"[(28, 2)]"
5517,empréstimos,"[(28, 2)]"
5518,caíram,"[(28, 1), (40, 1), (41, 1), (63, 1), (96, 1), (134, 1)]"
5519,médias,"[(28, 1)]"
5520,banca,"[(28, 1), (115, 1)]"
5521,privada,"[(28, 1), (37, 1), (46, 1), (95, 1), (107, 1), (124, 1), (130, 1), (133, 1), (145, 1), (151, 1), (190, 1), (210, 1)]"
5522,diminuiu,"[(28, 1), (53, 1), (71, 1), (84, 1), (133, 1), (194, 1), (243, 1)]"
5523,básicos,"[(28, 1), (76, 1), (96, 1), (153, 1), (215, 1), (222, 1), (246, 1)]"
5524,cresceram,"[(28, 1), (123, 1), (127, 2), (211, 1), (235, 1)]"
5525,cobertura,"[(28, 1), (32, 2), (35, 1), (44, 1), (48, 1), (85, 1), (109, 1), (145, 1), (204, 1), (212, 1)]"
5526,rentabilidade,"[(28, 1)]"
5527,próprios,"[(28, 1), (65, 1), (66, 1), (97, 1), (117, 1), (145, 1), (151, 1), (166, 1), (198, 1), (211, 1)]"
5528,roe,"[(28, 1)]"
5529,situa,"[(28, 1), (86, 1), (105, 1)]"
5530,superior,"[(28, 1), (29, 1), (45, 1), (93, 1), (96, 1), (99, 1), (100, 1), (103, 1), (115, 1), (130, 2), (142, 1), (202, 1), (207, 2), (208, 1), (223, 1)]"
5531,aquém,"[(28, 1), (76, 1), (138, 1)]"
5532,situado,"[(28, 1), (64, 1)]"
5533,supervisores,"[(28, 1)]"
5534,eficiência,"[(28, 1), (134, 1), (136, 1)]"
5535,gasta,"[(28, 1), (217, 1)]"
5536,depositados,"[(28, 1), (96, 1), (165, 1), (194, 1)]"
5537,semelhantes,"[(28, 1), (33, 1), (102, 1), (124, 2), (143, 1), (145, 1), (233, 1), (239, 1)]"
5538,avança,"[(28, 1), (29, 1), (108, 1), (166, 1)]"
5539,rapidamente,"[(28, 1), (39, 1), (40, 1), (55, 2), (92, 1), (108, 1), (143, 2), (150, 1), (151, 1), (161, 1), (166, 1), (185, 1), (216, 1), (218, 1), (230, 2)]"
5540,previsto,"[(28, 1), (32, 1), (46, 1), (77, 1), (82, 1), (83, 1), (105, 1), (118, 1), (124, 1), (132, 2), (139, 2), (143, 1), (144, 1), (151, 1), (182, 1), (217, 1), (220, 1)]"
5541,progride,"[(28, 1)]"
5542,ritmo,"[(28, 1), (86, 1), (96, 1), (108, 1), (124, 1), (143, 3), (198, 1), (218, 1)]"
5543,confia,"[(28, 1), (89, 1), (211, 1), (238, 1)]"
5544,aproveitar,"[(28, 1), (115, 1), (152, 1), (162, 1), (163, 1)]"
5545,crescendo,"[(28, 1), (32, 1), (127, 1), (151, 1), (184, 1), (204, 1), (211, 1), (224, 1)]"
5546,clientes,"[(28, 1), (30, 2), (40, 4), (109, 1), (134, 1), (138, 1), (139, 1), (178, 1), (181, 1)]"
5547,utilizam,"[(28, 1)]"
5548,apresentará,"[(28, 1), (100, 1)]"
5549,estratégico,"[(28, 1), (41, 1), (69, 1), (205, 1), (222, 2)]"
5550,abrangia,"[(28, 1)]"
5551,pilotado,"[(28, 1)]"
5552,andrea,"[(28, 1), (41, 1), (73, 1), (79, 1)]"
5553,orcel,"[(28, 2)]"
5554,procedente,"[(28, 1), (107, 1), (137, 1)]"
5555,ubs,"[(28, 1)]"
5556,contratação,"[(28, 1), (41, 2), (55, 5), (133, 1), (163, 1), (207, 1), (217, 4)]"
5557,prosperando,"[(28, 1)]"
5558,espanhol,"[(28, 1), (30, 1), (45, 1), (46, 1), (53, 1), (54, 2), (55, 2), (56, 1), (57, 1), (60, 4), (69, 1), (70, 2), (71, 1), (75, 1), (92, 1), (93, 1), (102, 1), (109, 1), (112, 3), (124, 1), (139, 1), (158, 1), (175, 2), (199, 1), (224, 3), (249, 6)]"
5559,considerou,"[(28, 1), (104, 2), (202, 1)]"
5560,tratar,"[(28, 1), (208, 1), (211, 1), (221, 1), (235, 1), (240, 1)]"
5561,quantia,"[(28, 1), (36, 2), (41, 1), (46, 1)]"
5562,excessiva,"[(28, 1), (84, 1)]"
5563,princípios,"[(28, 1), (29, 1), (97, 1), (107, 1), (125, 1), (151, 1), (153, 2), (166, 1), (171, 2)]"
5564,assumidos,"[(28, 1)]"
5565,atuava,"[(28, 1), (47, 1)]"
5566,invés,"[(28, 1), (240, 1)]"
5567,fuzilados,"[(29, 2)]"
5568,exumados,"[(29, 1)]"
5569,fossas,"[(29, 1)]"
5570,anticomunistas,"[(29, 1)]"
5571,powazki,"[(29, 1)]"
5572,valas,"[(29, 4), (249, 1)]"
5573,guardaram,"[(29, 1)]"
5574,corpos,"[(29, 3), (33, 1), (65, 3), (151, 13), (161, 4), (173, 1), (190, 7), (194, 4), (224, 1), (249, 1)]"
5575,noventa,"[(29, 1), (60, 2), (84, 1), (189, 1), (198, 1)]"
5576,violento,"[(29, 3), (151, 1), (161, 1), (173, 1), (189, 1)]"
5577,espinhosa,"[(29, 1)]"
5578,comuns,"[(29, 3), (40, 1), (42, 1), (69, 1), (90, 2), (102, 1), (137, 1), (152, 1), (207, 1), (243, 1), (248, 2)]"
5579,provavelmente,"[(29, 1), (34, 1), (47, 1), (70, 1), (78, 1), (92, 1), (108, 1), (122, 1), (128, 1), (132, 2), (178, 1), (180, 1), (184, 1), (191, 1), (193, 1), (217, 1)]"
5580,tangível,"[(29, 1)]"
5581,aforística,"[(29, 1)]"
5582,antropólogo,"[(29, 1), (164, 1), (208, 2)]"
5583,ferrándiz,"[(29, 6)]"
5584,científicas,"[(29, 1), (31, 1), (65, 1)]"
5585,csic,"[(29, 1)]"
5586,marije,"[(29, 1)]"
5587,hristova,"[(29, 2)]"
5588,warwick,"[(29, 1)]"
5589,conflitiva,"[(29, 1)]"
5590,lembrança,"[(29, 1), (76, 1), (165, 1), (167, 1), (186, 1), (212, 1)]"
5591,tratada,"[(29, 1), (69, 1)]"
5592,inflamados,"[(29, 1)]"
5593,anticomunista,"[(29, 1), (208, 1), (223, 2)]"
5594,feridas,"[(29, 1)]"
5595,supuram,"[(29, 1)]"
5596,bósnia,"[(29, 2)]"
5597,aplicadas,"[(29, 1), (117, 1), (163, 1)]"
5598,receitas,"[(29, 1), (37, 1), (47, 1), (69, 1), (138, 2), (143, 1), (144, 2), (149, 1), (173, 1)]"
5599,discutirmos,"[(29, 1)]"
5600,fazemos,"[(29, 1), (69, 1), (78, 1), (137, 1), (157, 1)]"
5601,incluído,"[(29, 1), (55, 1), (133, 1), (221, 1)]"
5602,dykinson,"[(29, 1)]"
5603,feitos,"[(29, 1), (32, 1), (42, 1), (115, 1), (118, 1), (136, 1), (162, 1), (226, 1), (232, 1), (239, 1), (249, 1)]"
5604,financiado,"[(29, 1), (244, 1)]"
5605,nele,"[(29, 1), (31, 1), (45, 1), (87, 1), (129, 1), (163, 1), (172, 1), (197, 1), (218, 1)]"
5606,cientistas,"[(29, 1)]"
5607,procuram,"[(29, 1), (114, 1)]"
5608,expressões,"[(29, 1), (121, 1), (122, 1), (161, 2), (173, 1)]"
5609,museus,"[(29, 1), (60, 3), (118, 1), (175, 1), (188, 5)]"
5610,teórica,"[(29, 2)]"
5611,promotores,"[(29, 1), (36, 1), (93, 1), (202, 1), (204, 1)]"
5612,rebater,"[(29, 1), (102, 2), (205, 1), (222, 1)]"
5613,concepções,"[(29, 1)]"
5614,identitárias,"[(29, 1), (167, 1), (216, 1), (248, 3)]"
5615,combativas,"[(29, 1)]"
5616,antagônicas,"[(29, 1), (156, 1)]"
5617,impotente,"[(29, 1)]"
5618,memórias,"[(29, 2), (175, 1), (182, 1), (184, 1), (195, 1), (197, 1), (223, 1)]"
5619,baseadas,"[(29, 1), (117, 1)]"
5620,mito,"[(29, 2), (154, 2), (156, 1), (166, 1), (180, 1), (184, 1)]"
5621,exacerbam,"[(29, 1)]"
5622,sentimentos,"[(29, 2), (118, 1), (122, 2), (180, 1), (182, 1), (210, 1), (211, 1), (228, 1)]"
5623,ultranacionalistas,"[(29, 1)]"
5624,heróis,"[(29, 2), (65, 2), (186, 1), (189, 3), (204, 1)]"
5625,demônios,"[(29, 1), (107, 1), (189, 1)]"
5626,nuances,"[(29, 1), (185, 1)]"
5627,teóricos,"[(29, 1)]"
5628,chamam,"[(29, 2), (63, 1), (87, 1), (99, 1), (102, 1), (140, 1), (151, 1), (165, 1), (214, 1), (232, 1), (245, 1)]"
5629,antagônica,"[(29, 2)]"
5630,ficado,"[(29, 1), (158, 2), (216, 1)]"
5631,secundário,"[(29, 1), (249, 1)]"
5632,dominante,"[(29, 1), (53, 1), (166, 1)]"
5633,analítico,"[(29, 1)]"
5634,surgido,"[(29, 1)]"
5635,reflexão,"[(29, 1), (31, 1), (75, 1), (155, 1), (198, 2)]"
5636,garantia,"[(29, 1), (33, 1), (56, 1), (76, 1), (123, 1), (165, 1), (220, 1), (221, 1)]"
5637,repetição,"[(29, 1)]"
5638,comissões,"[(29, 1), (221, 1), (233, 1), (238, 1)]"
5639,tribunais,"[(29, 1), (39, 1), (40, 1), (76, 1), (104, 1), (117, 1), (169, 1)]"
5640,voltando,"[(29, 1), (30, 1), (109, 1), (135, 1)]"
5641,fascismo,"[(29, 1), (165, 3), (167, 1), (230, 1)]"
5642,antagonismos,"[(29, 1)]"
5643,primários,"[(29, 1)]"
5644,explicar,"[(29, 2), (49, 1), (65, 1), (79, 1), (107, 1), (109, 1), (146, 2), (160, 1), (166, 1), (209, 2), (211, 2), (216, 1)]"
5645,perplexidade,"[(29, 1), (152, 1)]"
5646,unrest,"[(29, 4)]"
5647,inglês,"[(29, 1), (34, 1), (46, 1), (108, 1), (110, 1), (111, 1), (136, 1), (142, 1), (143, 1), (158, 1), (196, 1), (211, 1), (230, 1)]"
5648,equivale,"[(29, 1), (139, 1), (142, 1), (144, 1), (207, 1), (217, 1)]"
5649,sigla,"[(29, 1), (136, 1), (142, 1), (143, 1)]"
5650,perturbadora,"[(29, 1)]"
5651,coesão,"[(29, 1), (168, 1)]"
5652,transnacional,"[(29, 1)]"
5653,pazes,"[(29, 2), (63, 1), (242, 1)]"
5654,elisabeth,"[(29, 1), (46, 1)]"
5655,anstett,"[(29, 1)]"
5656,consultivo,"[(29, 1), (75, 1)]"
5657,altos,"[(29, 1), (32, 1), (63, 1), (123, 1), (169, 1), (217, 1)]"
5658,ehess,"[(29, 1)]"
5659,pedagógicos,"[(29, 1), (160, 1)]"
5660,falsas,"[(29, 1), (63, 1), (65, 1), (163, 1), (181, 1), (211, 2)]"
5661,ressurgimento,"[(29, 1)]"
5662,velhos,"[(29, 1), (93, 1), (94, 1), (132, 1), (135, 1), (157, 1), (189, 1), (205, 1)]"
5663,extremismos,"[(29, 1), (107, 1), (120, 1), (210, 1)]"
5664,documentados,"[(29, 1)]"
5665,opiniões,"[(29, 1), (30, 1), (101, 1), (124, 1), (169, 1)]"
5666,stefan,"[(29, 1)]"
5667,berger,"[(29, 2)]"
5668,ruhr,"[(29, 1)]"
5669,bochum,"[(29, 1)]"
5670,alemanha,"[(29, 1), (34, 1), (36, 1), (102, 2), (111, 1), (123, 3), (129, 5), (130, 1), (137, 1), (157, 3), (164, 1), (167, 2), (177, 1), (181, 2), (188, 1), (244, 2)]"
5671,precisa,"[(29, 1), (31, 1), (32, 3), (34, 1), (37, 2), (49, 1), (58, 1), (75, 1), (76, 1), (89, 1), (92, 1), (93, 1), (103, 1), (110, 1), (115, 1), (121, 1), (127, 1), (129, 1), (130, 1), (138, 2), (141, 1), (143, 1), (146, 1), (151, 2), (152, 1), (154, 1), (166, 3), (173, 2), (192, 1), (198, 1), (202, 1), (203, 1), (205, 1), (209, 1), (214, 1), (217, 1), (231, 2), (239, 4), (242, 1), (243, 2), (248, 3)]"
5672,sincera,"[(29, 1), (52, 1), (103, 1)]"
5673,cosmopolita,"[(29, 1), (60, 1), (107, 1)]"
5674,despolitizando,"[(29, 1)]"
5675,voltar,"[(29, 1), (43, 1), (45, 1), (47, 3), (58, 3), (63, 1), (69, 1), (71, 1), (101, 1), (103, 1), (115, 1), (136, 1), (143, 1), (158, 1), (178, 1), (180, 1), (192, 1), (214, 1), (217, 1), (232, 2), (243, 1), (248, 2), (249, 2)]"
5676,colocá,"[(29, 1), (69, 1), (182, 1), (240, 1)]"
5677,imprescindível,"[(29, 1), (103, 1), (129, 1), (153, 1), (218, 1)]"
5678,chamaram,"[(29, 1), (223, 1)]"
5679,agonística,"[(29, 1)]"
5680,possam,"[(29, 1), (108, 1), (125, 1), (132, 1), (136, 1), (150, 1), (186, 1), (189, 1), (233, 1), (242, 1)]"
5681,coexistir,"[(29, 1)]"
5682,legais,"[(29, 1), (61, 1), (206, 1), (210, 1), (211, 1), (217, 1), (228, 1)]"
5683,queríamos,"[(29, 1), (113, 1)]"
5684,escolheram,"[(29, 1), (34, 1), (172, 1)]"
5685,vinculado,"[(29, 1), (130, 1), (217, 1), (220, 1)]"
5686,implosão,"[(29, 1), (234, 2)]"
5687,abstratos,"[(29, 1), (60, 1)]"
5688,aterrissam,"[(29, 1)]"
5689,cosmopolitismo,"[(29, 2)]"
5690,antagonismo,"[(29, 1)]"
5691,deixadas,"[(29, 1), (248, 1)]"
5692,concentrar,"[(29, 1), (69, 2), (155, 1)]"
5693,malditos,"[(29, 2)]"
5694,paramilitar,"[(29, 1)]"
5695,pis,"[(29, 1)]"
5696,liderado,"[(29, 1), (105, 1), (120, 1), (124, 1), (247, 1)]"
5697,jaroslaw,"[(29, 1)]"
5698,kaczynski,"[(29, 1)]"
5699,construiu,"[(29, 1), (137, 1), (174, 1), (183, 1), (243, 1)]"
5700,anticomunismo,"[(29, 1)]"
5701,witold,"[(29, 1)]"
5702,pilecki,"[(29, 1)]"
5703,auschwitz,"[(29, 1)]"
5704,voluntariamente,"[(29, 1), (157, 1), (249, 1)]"
5705,obter,"[(29, 1), (30, 1), (31, 1), (36, 1), (65, 1), (70, 1), (73, 1), (75, 1), (81, 1), (82, 1), (91, 1), (110, 1), (135, 1), (142, 1), (150, 1), (166, 1), (185, 1), (191, 1), (220, 1), (232, 1)]"
5706,criminosos,"[(29, 1), (119, 1), (162, 1), (165, 2), (189, 1), (211, 1), (241, 3)]"
5707,józef,"[(29, 1)]"
5708,kuras,"[(29, 1)]"
5709,eslovacos,"[(29, 1)]"
5710,lemkos,"[(29, 1)]"
5711,restam,"[(29, 1), (57, 1), (70, 1), (150, 1), (182, 1), (245, 1)]"
5712,descendentes,"[(29, 1)]"
5713,manifestaram,"[(29, 1), (135, 1), (166, 1)]"
5714,pesquisadora,"[(29, 1), (33, 1), (61, 2), (125, 1), (146, 1), (161, 1), (175, 1), (214, 3), (239, 4)]"
5715,ortodoxa,"[(29, 1), (64, 1), (86, 1)]"
5716,metros,"[(29, 1), (46, 5), (105, 1), (109, 3), (114, 1), (137, 4), (151, 1), (158, 1), (184, 2), (194, 1), (196, 1), (204, 1), (244, 7)]"
5717,sepulturas,"[(29, 1)]"
5718,exumadas,"[(29, 1)]"
5719,sérvios,"[(29, 1)]"
5720,enterraram,"[(29, 1)]"
5721,massacre,"[(29, 1), (31, 3), (80, 3), (214, 1), (217, 2), (239, 3), (241, 1)]"
5722,srebrenica,"[(29, 1)]"
5723,usado,"[(29, 1), (109, 1), (111, 1), (112, 1), (119, 1), (124, 1), (179, 1), (203, 1), (214, 1), (216, 1), (223, 1)]"
5724,chuva,"[(29, 1), (197, 1), (218, 1), (225, 1)]"
5725,iugoslávia,"[(29, 1)]"
5726,municípios,"[(29, 1), (37, 4), (61, 1), (99, 1), (217, 3), (220, 1), (222, 1), (246, 1), (248, 3)]"
5727,associativo,"[(29, 1), (45, 1), (120, 1)]"
5728,pressionou,"[(29, 1), (66, 1), (116, 1)]"
5729,financiamento,"[(29, 1), (32, 1), (66, 1), (81, 1), (115, 2), (130, 1), (142, 1), (144, 1), (215, 1), (221, 3)]"
5730,escasseou,"[(29, 1)]"
5731,exumações,"[(29, 1)]"
5732,intensos,"[(29, 1), (217, 1)]"
5733,concluem,"[(29, 1), (143, 1)]"
5734,modelos,"[(29, 2), (32, 1), (118, 1), (134, 1), (136, 1), (143, 2), (153, 2)]"
5735,esquecimento,"[(29, 1), (65, 1), (154, 1), (165, 6)]"
5736,irá,"[(29, 1), (32, 1), (42, 1), (91, 1), (96, 1), (101, 1), (129, 1), (138, 1), (191, 1), (247, 1)]"
5737,elaborar,"[(29, 1)]"
5738,problema,"[(29, 1), (30, 4), (31, 1), (32, 1), (34, 1), (37, 4), (63, 1), (65, 1), (69, 1), (70, 1), (89, 6), (108, 3), (110, 4), (119, 1), (121, 1), (124, 1), (129, 1), (130, 1), (132, 1), (141, 3), (143, 3), (144, 2), (150, 1), (153, 1), (170, 1), (171, 1), (182, 1), (189, 1), (190, 2), (196, 1), (210, 1), (211, 2), (214, 1), (218, 1), (221, 1), (239, 3), (240, 2), (248, 5)]"
5739,múltiplas,"[(29, 1), (60, 1), (151, 1)]"
5740,cambiantes,"[(29, 1), (87, 1)]"
5741,precisamos,"[(29, 1), (33, 1), (37, 1), (47, 1), (69, 1), (102, 1), (125, 1), (133, 1), (148, 1), (149, 1), (151, 1), (153, 2), (157, 4), (166, 1), (173, 2), (195, 1), (209, 1), (211, 4), (248, 4)]"
5742,lidar,"[(29, 1), (80, 1), (81, 1), (102, 1), (105, 1), (118, 1), (121, 1), (150, 2), (151, 1), (195, 2), (214, 1), (239, 2)]"
5743,perpetradores,"[(29, 1)]"
5744,indicando,"[(29, 1)]"
5745,estudando,"[(29, 1), (37, 1), (203, 1)]"
5746,teórico,"[(29, 1)]"
5747,traduzido,"[(29, 1), (63, 1), (166, 1)]"
5748,estimulem,"[(29, 1)]"
5749,abertos,"[(29, 1), (79, 1), (153, 1)]"
5750,sofisticados,"[(29, 1)]"
5751,explicam,"[(29, 1), (30, 1), (102, 1), (178, 1), (188, 1), (244, 1)]"
5752,matizes,"[(29, 1), (156, 1)]"
